support,itemsets,itemset_size
0.0069517908417711955,15036,1
0.007405168505364969,15056BL,1
0.009672056823333837,15056N,1
0.005893909626719057,20679,1
0.01012543448692761,20685,1
0.005440531963125284,20713,1
0.008009672056823333,20725,1
0.006498413178177421,20726,1
0.009067553271875473,20727,1
0.006498413178177421,20728,1
0.007707420281094152,20749,1
0.006045035514583648,20750,1
0.008160797944687924,20914,1
0.015717092337917484,21034,1
0.009672056823333837,21080,1
0.012241196917031887,21137,1
0.006498413178177421,21166,1
0.006045035514583648,21175,1
0.010578812150521383,21181,1
0.005440531963125284,21212,1
0.010578812150521383,21232,1
0.00634728729031283,21314,1
0.008009672056823333,21326,1
0.00876530149614629,21340,1
0.008160797944687924,21485,1
0.008160797944687924,21523,1
0.008463049720417108,21524,1
0.010881063926250567,21621,1
0.007707420281094152,21731,1
0.013299078132084027,21733,1
0.012392322804896478,21754,1
0.01133444158984434,21755,1
0.005742783738854466,21770,1
0.0069517908417711955,21790,1
0.009672056823333837,21843,1
0.005742783738854466,21914,1
0.006196161402448239,21915,1
0.008311923832552517,21928,1
0.0069517908417711955,21929,1
0.007858546168958742,21931,1
0.006196161402448239,21936,1
0.0069517908417711955,22041,1
0.00755629439322956,22077,1
0.005440531963125284,22083,1
0.009520930935469246,22084,1
0.014961462898594529,22086,1
0.008463049720417108,22087,1
0.009218679159740064,22090,1
0.01118331570197975,22111,1
0.014810337010729938,22112,1
0.008311923832552517,22113,1
0.009520930935469246,22114,1
0.016926099440834216,22138,1
0.01254344869276107,22139,1
0.005742783738854466,22149,1
0.00634728729031283,22171,1
0.005591657850989875,22173,1
0.021611001964636542,22178,1
0.006649539066042013,22189,1
0.005742783738854466,22191,1
0.005591657850989875,22192,1
0.008916427384010881,22193,1
0.013450204019948618,22197,1
0.005440531963125284,22326,1
0.006498413178177421,22355,1
0.0069517908417711955,22379,1
0.006045035514583648,22381,1
0.007254042617500378,22382,1
0.008009672056823333,22383,1
0.007254042617500378,22384,1
0.01118331570197975,22386,1
0.007858546168958742,22411,1
0.04790690645307541,22423,1
0.008311923832552517,22424,1
0.014205833459271573,22427,1
0.006649539066042013,22456,1
0.020553120749584403,22457,1
0.005138280187396101,22464,1
0.007858546168958742,22467,1
0.017379477104427988,22469,1
0.015717092337917484,22470,1
0.011032189814115159,22487,1
0.007102916729635787,22499,1
0.005138280187396101,22501,1
0.006498413178177421,22502,1
0.0069517908417711955,22558,1
0.005893909626719057,22568,1
0.005440531963125284,22595,1
0.00634728729031283,22605,1
0.006045035514583648,22607,1
0.007707420281094152,22617,1
0.007254042617500378,22619,1
0.006045035514583648,22622,1
0.013299078132084027,22624,1
0.009067553271875473,22625,1
0.005289406075260692,22627,1
0.005591657850989875,22629,1
0.006498413178177421,22632,1
0.008160797944687924,22633,1
