support,itemsets,itemset_size
0.014269449715370018,10133,1
0.012599620493358634,10135,1
0.03582542694497154,15036,1
0.010398481973434535,15039,1
0.02064516129032258,15056BL,1
0.029753320683111956,15056N,1
0.011916508538899431,16156S,1
0.018216318785578747,16161P,1
0.010018975332068311,16161U,1
0.01047438330170778,16169E,1
0.012371916508538899,16235,1
0.010246679316888045,16236,1
0.021480075901328274,16237,1
0.01715370018975332,17003,1
0.011537001897533207,20665,1
0.015863377609108158,20668,1
0.014952561669829221,20674,1
0.023529411764705882,20675,1
0.0327134724857685,20676,1
0.02444022770398482,20677,1
0.02178368121442125,20679,1
0.017077798861480076,20682,1
0.04774193548387097,20685,1
0.011233396584440229,20707,1
0.038178368121442124,20711,1
0.06307400379506642,20712,1
0.04713472485768501,20713,1
0.029905123339658442,20717,1
0.04197343453510437,20718,1
0.06079696394686907,20719,1
0.05320683111954459,20723,1
0.07582542694497153,20724,1
0.11476280834914611,20725,1
0.07392789373814042,20726,1
0.09206831119544592,20727,1
0.08402277039848198,20728,1
0.015180265654648957,20733,1
0.025199240986717268,20749,1
0.026185958254269448,20750,1
0.014876660341555978,20751,1
0.011081593927893738,20752,1
0.022314990512333967,20754,1
0.01685009487666034,20828,1
0.01366223908918406,20829,1
0.0626944971537002,20914,1
0.01669829222011385,20961,1
0.01685009487666034,20963,1
0.02125237191650854,20969,1
0.01806451612903226,20970,1
0.03741935483870968,20971,1
0.04425047438330171,20972,1
0.026185958254269448,20973,1
0.025654648956356736,20974,1
0.02588235294117647,20975,1
0.013814041745730551,20977,1
0.01920303605313093,20978,1
0.023225806451612905,20979,1
0.018444022770398482,20981,1
0.01889943074003795,20982,1
0.019582542694497152,20983,1
0.012371916508538899,20984,1
0.0203415559772296,20992,1
0.016622390891840606,20996,1
0.014421252371916509,21012,1
0.01047438330170778,21015,1
0.022466793168880457,21033,1
0.05821631878557875,21034,1
0.028538899430740037,21035,1
0.019127134724857685,21041,1
0.014724857685009488,21068,1
0.012979127134724858,21071,1
0.022770398481973434,21078,1
0.06998102466793168,21080,1
0.012827324478178368,21084,1
0.03058823529411765,21086,1
0.015483870967741935,21090,1
0.037874762808349144,21094,1
0.017533206831119544,21098,1
0.017836812144212524,21108,1
0.010929791271347248,21115,1
0.017381404174573054,21116,1
0.027552182163187857,21121,1
0.024819734345351042,21122,1
0.011385199240986717,21123,1
0.01760910815939279,21124,1
0.011916508538899431,21135,1
0.025654648956356736,21136,1
0.022314990512333967,21137,1
0.03324478178368121,21154,1
0.03514231499051233,21155,1
0.02535104364326376,21156,1
0.01267552182163188,21158,1
0.01206831119544592,21162,1
0.02049335863377609,21164,1
0.03309297912713473,21165,1
0.05161290322580645,21166,1
0.03278937381404175,21169,1
0.0333965844402277,21172,1
0.03855787476280835,21174,1
0.058368121442125234,21175,1
0.019810246679316888,21179,1
0.058823529411764705,21181,1
0.031878557874762806,21210,1
0.0974573055028463,21212,1
0.04872865275142315,21213,1
0.030284629981024668,21216,1
0.02428842504743833,21217,1
0.028538899430740037,21218,1
0.012523719165085389,21224,1
0.03620493358633776,21231,1
0.05776091081593928,21232,1
0.028614800759013282,21238,1
0.02284629981024668,21239,1
0.023908918406072108,21240,1
0.02208728652751423,21242,1
0.01540796963946869,21243,1
0.014193548387096775,21244,1
0.018519924098671727,21257,1
0.01062618595825427,21258,1
0.01950664136622391,21259,1
0.011157495256166983,21260,1
0.015332068311195445,21313,1
0.037874762808349144,21314,1
0.02178368121442125,21326,1
0.018975332068311195,21327,1
0.025426944971537004,21328,1
0.021176470588235293,21329,1
0.01760910815939279,21340,1
0.011461100569259962,21356,1
0.020189753320683113,21380,1
0.016242884250474383,21381,1
0.012447817836812144,21383,1
0.023301707779886147,21385,1
0.01555977229601518,21390,1
0.01669829222011385,21411,1
0.01920303605313093,21428,1
0.020037950664136623,21429,1
0.03370018975332068,21430,1
0.01062618595825427,21447,1
0.013282732447817837,21452,1
0.010246679316888045,21454,1
0.011688804554079696,21471,1
0.036053130929791274,21479,1
0.03468690702087286,21481,1
0.028918406072106263,21484,1
0.04318785578747628,21485,1
0.023225806451612905,21494,1
0.011916508538899431,21495,1
0.01685009487666034,21497,1
0.02428842504743833,21498,1
0.015483870967741935,21499,1
0.015256166982922202,21500,1
0.023681214421252372,21506,1
0.019658444022770397,21507,1
0.015863377609108158,21508,1
0.020417457305502845,21509,1
0.017988614800759015,21519,1
0.03400379506641366,21523,1
0.032182163187855786,21524,1
0.017381404174573054,21531,1
0.023377609108159392,21533,1
0.010929791271347248,21534,1
0.024060721062618595,21535,1
0.016925996204933586,21539,1
0.012903225806451613,21544,1
0.011916508538899431,21557,1
0.030132827324478178,21558,1
0.04227703984819734,21559,1
0.015787476280834916,21561,1
0.011612903225806452,21563,1
0.012979127134724858,21577,1
0.01032258064516129,21584,1
0.010398481973434535,21591,1
0.015332068311195445,21592,1
0.01206831119544592,21619,1
0.01222011385199241,21620,1
0.03058823529411765,21621,1
0.014573055028462997,21623,1
0.011992409867172675,21625,1
0.014724857685009488,21658,1
0.03157495256166983,21668,1
0.030056925996204933,21669,1
0.026869070208728654,21670,1
0.02679316888045541,21671,1
0.02967741935483871,21672,1
0.02679316888045541,21673,1
0.0101707779886148,21679,1
0.014648956356736242,21700,1
0.02140417457305503,21703,1
0.01776091081593928,21704,1
0.010246679316888045,21705,1
0.01062618595825427,21713,1
0.01631878557874763,21714,1
0.016622390891840606,21715,1
0.017305502846299812,21716,1
0.015863377609108158,21718,1
0.060569259962049336,21731,1
0.04956356736242884,21733,1
0.014345351043643264,21745,1
0.015104364326375712,21746,1
0.05275142314990512,21754,1
0.042049335863377606,21755,1
0.018216318785578747,21756,1
0.026565464895635674,21770,1
0.01206831119544592,21773,1
0.013889943074003794,21774,1
0.01047438330170778,21775,1
0.01669829222011385,21786,1
0.01715370018975332,21787,1
0.0667931688804554,21790,1
0.04387096774193548,21791,1
0.013358633776091082,21802,1
0.014724857685009488,21803,1
0.018444022770398482,21810,1
0.017988614800759015,21811,1
0.012144212523719165,21818,1
0.013206831119544592,21829,1
0.014269449715370018,21832,1
0.011688804554079696,21833,1
0.036053130929791274,21843,1
0.010929791271347248,21844,1
0.013358633776091082,21864,1
0.014345351043643264,21866,1
0.02170777988614801,21868,1
0.011840607210626186,21870,1
0.025958254269449716,21871,1
0.010550284629981024,21872,1
0.02155597722960152,21874,1
0.010550284629981024,21875,1
0.024364326375711575,21876,1
0.025806451612903226,21877,1
0.016015180265654648,21878,1
0.01791271347248577,21880,1
0.027552182163187857,21888,1
0.04303605313092979,21889,1
0.016774193548387096,21890,1
0.030284629981024668,21891,1
0.029601518026565465,21892,1
0.02094876660341556,21899,1
0.027628083491461102,21900,1
0.022770398481973434,21901,1
0.015483870967741935,21902,1
0.013206831119544592,21903,1
0.011916508538899431,21905,1
0.01267552182163188,21906,1
0.02664136622390892,21907,1
0.03438330170777989,21908,1
0.02838709677419355,21912,1
0.010929791271347248,21913,1
0.0428842504743833,21914,1
0.047058823529411764,21915,1
0.025806451612903226,21916,1
0.016925996204933586,21917,1
0.027400379506641367,21918,1
0.013586337760910816,21922,1
0.05700189753320683,21928,1
0.06216318785578748,21929,1
0.05130929791271347,21930,1
0.0859203036053131,21931,1
0.032182163187855786,21932,1
0.030208728652751423,21933,1
0.03081593927893738,21934,1
0.039468690702087285,21935,1
0.037191650853889945,21936,1
0.01791271347248577,21937,1
0.011537001897533207,21947,1
0.011385199240986717,21948,1
0.010853889943074005,21949,1
0.01396584440227704,21955,1
0.017305502846299812,21967,1
0.02588235294117647,21974,1
0.04394686907020873,21975,1
0.029146110056925995,21976,1
0.06360531309297912,21977,1
0.02208728652751423,21980,1
0.019886148007590133,21981,1
0.026717267552182164,21982,1
0.011537001897533207,21983,1
0.015863377609108158,21984,1
0.03157495256166983,21985,1
0.01366223908918406,21986,1
0.012296015180265655,21987,1
0.013814041745730551,21988,1
0.024516129032258065,21989,1
0.027476280834914612,21990,1
0.015787476280834916,21991,1
0.03240986717267552,21992,1
0.03142314990512334,21993,1
0.010702087286527514,22023,1
0.016091081593927893,22024,1
0.011992409867172675,22026,1
0.02717267552182163,22027,1
0.01935483870967742,22028,1
0.03939278937381404,22029,1
0.020113851992409868,22030,1
0.010094876660341557,22035,1
0.026565464895635674,22037,1
0.023908918406072108,22041,1
0.015635673624288426,22045,1
0.015332068311195445,22055,1
0.012296015180265655,22059,1
0.0174573055028463,22064,1
0.017381404174573054,22065,1
0.01077798861480076,22068,1
0.01077798861480076,22069,1
0.01047438330170778,22072,1
0.015028462998102466,22074,1
0.014800759013282733,22075,1
0.016546489563567364,22076,1
0.06869070208728653,22077,1
0.013889943074003794,22078,1
0.023605313092979127,22079,1
0.010853889943074005,22080,1
0.0101707779886148,22081,1
0.028842504743833017,22082,1
0.0435673624288425,22083,1
0.028311195445920305,22084,1
0.08053130929791272,22086,1
0.02049335863377609,22087,1
0.016774193548387096,22088,1
0.019127134724857685,22089,1
0.055939278937381404,22090,1
0.01206831119544592,22091,1
0.011840607210626186,22093,1
0.014497153700189754,22094,1
0.010246679316888045,22095,1
0.01032258064516129,22097,1
0.012371916508538899,22098,1
0.011385199240986717,22099,1
0.013434535104364327,22107,1
0.021631878557874764,22109,1
0.020417457305502845,22110,1
0.05290322580645161,22111,1
0.057685009487666035,22112,1
0.03840607210626186,22113,1
0.04402277039848197,22114,1
0.016546489563567364,22115,1
0.01062618595825427,22116,1
0.013434535104364327,22120,1
0.02140417457305503,22131,1
0.011233396584440229,22132,1
0.01222011385199241,22134,1
0.013434535104364327,22135,1
0.06239089184060721,22138,1
0.06671726755218216,22139,1
0.0333965844402277,22141,1
0.02777988614800759,22142,1
0.039165085388994304,22144,1
0.03453510436432638,22147,1
0.013358633776091082,22148,1
0.038633776091081595,22149,1
0.03392789373814042,22150,1
0.023453510436432637,22151,1
0.011764705882352941,22154,1
0.010702087286527514,22155,1
0.01806451612903226,22156,1
0.02125237191650854,22158,1
0.024895635673624288,22161,1
0.010853889943074005,22165,1
0.011081593927893738,22167,1
0.025806451612903226,22169,1
0.01889943074003795,22170,1
0.025806451612903226,22171,1
0.034611005692599624,22173,1
0.023301707779886147,22174,1
0.011992409867172675,22175,1
0.06785578747628083,22178,1
0.020417457305502845,22179,1
0.011233396584440229,22185,1
0.011081593927893738,22186,1
0.01411764705882353,22187,1
0.012979127134724858,22188,1
0.03643263757115749,22189,1
0.028614800759013282,22191,1
0.024895635673624288,22192,1
0.03043643263757116,22193,1
0.027476280834914612,22195,1
0.03453510436432638,22196,1
0.09889943074003794,22197,1
0.01206831119544592,22199,1
0.010094876660341557,22200,1
0.010550284629981024,22203,1
0.013814041745730551,22207,1
0.020872865275142316,22208,1
0.012903225806451613,22209,1
0.01396584440227704,22210,1
0.014497153700189754,22211,1
0.02952561669829222,22212,1
0.038785578747628086,22219,1
0.014724857685009488,22222,1
0.010853889943074005,22224,1
0.021328273244781783,22227,1
0.010550284629981024,22228,1
0.010550284629981024,22231,1
0.016622390891840606,22241,1
0.01206831119544592,22244,1
0.010929791271347248,22249,1
0.010853889943074005,22250,1
0.010018975332068311,22251,1
0.010094876660341557,22262,1
0.011840607210626186,22268,1
0.02125237191650854,22271,1
0.023225806451612905,22273,1
0.01889943074003795,22274,1
0.013130929791271347,22278,1
0.010929791271347248,22283,1
0.021328273244781783,22294,1
0.01791271347248577,22295,1
0.022390891840607212,22296,1
0.02777988614800759,22297,1
0.013738140417457306,22300,1
0.01791271347248577,22301,1
0.015256166982922202,22302,1
0.018975332068311195,22303,1
0.010246679316888045,22311,1
0.010018975332068311,22314,1
0.012523719165085389,22315,1
0.0101707779886148,22318,1
0.01032258064516129,22322,1
0.05282732447817837,22326,1
0.021176470588235293,22327,1
0.042352941176470586,22328,1
0.017533206831119544,22329,1
0.013206831119544592,22331,1
